unit,arm,converted,revenue,pre_revenue
0,1,0,6.176342798315165,12.820328544596828
1,1,0,11.64740495038318,23.709606072003005
2,1,0,22.73114006593108,33.87591818416045
3,1,0,2.476542910673488,8.680888653824141
4,1,1,16.835640786601118,17.351572658119252
5,1,0,18.099959100916653,30.353342202657046
6,1,0,4.817547574707945,11.099565663830669
7,0,1,18.133584432208078,23.323180049589222
8,0,1,10.558812842585809,14.770012004995117
9,0,0,15.222462578018792,26.529330559927757
10,0,0,4.154207785131636,16.124340301987633
11,1,0,9.459253965096611,15.734586811669487
12,1,0,9.949608995636387,10.483730140454142
13,0,0,2.5672797773881317,6.86623586003185
14,0,0,10.872070188756982,16.34100855927449
15,1,1,10.273321323659266,10.412510034333458
16,0,0,24.179131332906962,47.90668595789327
17,1,0,20.66744109065437,20.862884840690896
18,0,0,38.293627552979004,60.36949117443465
19,0,0,2.953657474800748,11.406812020768282
20,1,0,20.18926729040899,35.74820128749953
21,0,0,15.486675622343292,19.01558702808068
22,0,0,1.9349139787051541,10.641336028069196
23,0,0,11.484431309320014,19.530303102082218
24,1,0,11.2207715898985,7.9903793157521505
25,0,1,16.844906717773537,19.585063853239095
26,1,0,17.172344518080752,37.49650284992678
27,0,0,21.31595694658182,25.338156509460966
28,0,0,22.26753965198573,38.02244983372199
29,1,0,31.587596132934237,46.59970614048808
30,1,0,11.23716177684988,13.546784505691223
31,1,0,12.148917337131014,24.91378423243751
32,1,1,11.48849511685315,24.93510832091944
33,1,0,15.104997674352475,19.82267252104193
34,1,0,7.74182175616176,5.360015292737332
35,1,0,11.014850284572887,21.089282709161523
36,1,0,13.636226009360438,18.354991996477697
37,1,0,12.855851223176948,18.71923428821763
38,0,0,9.14278838421483,18.361404650960473
39,1,0,26.624427704405058,39.79194719821659
40,0,0,36.19501305083478,52.67689452234256
41,0,0,3.700818450878251,13.35679544024066
42,1,0,26.410213281828057,37.64341218739101
43,0,0,0.8037028434999094,14.94318250589818
44,1,0,9.58397319726244,19.15958470468609
45,1,0,13.60476165779258,19.210800325792466
46,0,0,4.874988274576669,14.090789170448668
47,0,0,14.392668357323096,26.803557092434747
48,0,0,26.387305952757266,39.18254211166864
49,0,0,25.69470923984422,32.83328057657351
50,0,0,3.8728477038542772,14.47760983088192
51,1,0,14.362461357841418,20.67396071112957
52,1,0,14.957190385371014,18.731399269160764
53,0,0,19.210466820591325,37.104726930721704
54,1,0,11.759702961667454,28.756732991908862
55,1,0,9.204539348492556,23.036942127542265
56,1,0,18.712121278429635,26.279170137330652
57,1,0,8.175474842399577,19.316591462163966
58,0,0,10.627922882922473,18.661948110030252
59,1,0,31.932749949349493,46.168692172708965
60,0,0,22.37470697774955,38.44312826314641
61,0,0,1.6411735146794593,12.372532111870388
62,0,0,11.560694303143862,18.315644843373136
63,0,0,19.747960493502074,31.16876662168993
64,1,0,9.658131736443295,13.349354284384017
65,0,0,34.51089571408249,52.99250628237211
66,0,0,6.723071553344682,21.084199305735712
67,0,0,11.187578061457499,16.912597095668705
68,1,0,17.447164815531295,35.834354686469496
69,1,0,20.861826227844304,25.880341263087953
70,1,0,4.929384485245135,10.76909131487408
71,0,0,29.738738819455804,47.33173872754577
72,1,1,9.008156948654065,15.069064549721391
73,0,0,34.14739455395153,59.719075828847735
74,0,0,20.733551344754332,31.310837800764386
75,0,0,24.372685402645185,44.3381276375915
76,1,0,18.81869969195038,35.113877157006385
77,1,0,6.4056734845119685,15.937039993264909
78,1,0,12.933928101162593,12.705048121386746
79,0,1,14.29052575194945,26.91363584888492
80,1,0,24.334830462510727,38.143120368359874
81,0,0,6.974559315686866,5.664067972602937
82,1,0,28.561686289161635,57.15728646889451
83,1,0,2.6287843720584263,5.092550056559347
84,0,0,2.87802297529751,14.129231609021728
85,1,0,39.40866507535461,65.78951021549317
86,1,0,18.238817890948827,24.69343259460773
87,1,0,13.395986152957462,17.648919342134647
88,1,0,18.550784235235426,25.753652613275154
89,1,0,46.592653250607505,79.05369494368881
90,0,0,14.893112950075356,18.84040431857218
91,1,0,8.886697291139537,25.838729555223193
92,0,0,17.328597025180986,20.337059631565204
93,0,0,32.579590491235905,52.93949174827772
94,0,1,22.71702106682469,27.016944098705583
95,1,1,9.538132431566366,15.052934441973054
96,1,0,5.280286451374328,7.378615620486273
97,1,1,43.55482319487571,70.04607445353429
98,1,0,14.771590389151719,16.059412575210697
99,1,0,16.203742650872016,34.065497604202896
100,1,1,6.060985556263811,14.833675854278397
101,0,0,6.33235727096376,15.404776824665744
102,1,0,11.40385082294497,20.93906058523325
103,1,0,17.69617176819881,21.064175389630602
104,0,0,8.052927476814729,12.117551323093934
105,0,0,22.235017080793448,38.2508117803751
106,1,0,13.593973580070605,30.98153495839731
107,0,0,9.174691886216788,14.620012099352534
108,1,0,6.0347914065534365,13.78497782498939
109,0,0,17.243221768916,21.603136702163138
110,0,0,9.529600631854583,14.088048156984613
111,0,0,4.27262090091182,14.852671813531845
112,0,0,2.0161158657790557,13.650692845197872
113,1,0,7.5556813359328725,5.021557108081569
114,0,0,2.1678180809329013,7.685377942233957
115,0,0,16.64494267441767,29.56162465185036
116,1,1,11.416897523165051,8.42002908587674
117,1,0,9.038280831654802,9.265264690639283
118,0,0,1.343146244262822,7.203752692074165
119,1,0,6.2624079694180335,12.254727506316595
120,0,0,11.921604339762055,11.363243310100204
121,1,0,20.21643027955439,40.12535991988269
122,0,0,15.865005027755595,25.207631437306365
123,1,0,10.219401383535125,20.18483785974524
124,1,0,13.319337477753386,21.43267979498813
125,1,0,0.0,13.305956210337811
126,1,0,0.0,6.5157576615137724
127,0,0,17.978679831829584,16.210251386793896
128,1,0,6.072063279504224,14.94362761688435
129,0,0,39.17288536441857,61.49829600129666
130,0,0,9.578960810417794,18.43070737530828
131,0,0,6.174714497468621,10.716439398881493
132,0,0,19.57280067123537,22.394843004326578
133,0,0,14.03590171169107,24.23452604023777
134,1,0,10.225906105095564,25.686074163747815
135,0,0,9.214871929538239,18.29340251941361
136,0,0,18.764642808614347,27.881940045710135
137,1,0,63.89041521769984,111.05602472716791
138,1,1,18.96416222762589,35.69616630381485
139,0,0,6.257994563964395,11.248590884683143
140,0,0,39.23092331276566,72.06288112349688
141,1,0,13.539101168419645,27.77493244304198
142,0,1,7.13645914024577,15.903416278590841
143,0,0,14.995008099879705,18.653726505904316
144,0,0,9.922212257675397,21.686721002958297
145,1,0,14.323896396979134,31.353912319827252
146,0,0,7.196661954331962,6.701658421525575
147,1,0,12.668394040742822,12.795686665083563
148,1,0,11.561285108453404,10.853631329567317
149,0,0,31.66495034618035,52.00496659128276
150,1,0,10.583024766882811,13.096003498885377
151,1,0,10.631011470181448,10.887883209629388
152,0,0,26.584459342156688,41.06903113731864
153,1,0,44.9165609829287,74.82996176277648
154,1,0,29.963471028307044,52.09228304288404
155,1,0,17.843190435788053,33.70908377322295
156,1,0,19.409023717591488,28.594673887543497
157,1,0,8.933432695785534,9.931805541226318
158,0,1,12.720202999577811,17.748659862021235
159,0,0,13.781526008885816,11.630212344559231
160,1,0,10.538366146269214,18.18009510653021
161,0,1,6.824491427056873,14.760139690854851
162,1,0,2.909805404710181,7.690528698827037
163,1,0,9.980376179582597,19.970173232499235
164,0,0,9.663240501073064,15.287419556583634
165,1,0,9.748869110561541,10.430081949416852
166,0,0,1.4229228182366085,8.381683609812852
167,0,0,4.631040307659839,13.90289159594656
168,0,0,12.918810845036713,7.445659533555256
169,1,0,5.571898512222316,5.8369185992351715
170,1,0,13.365170033876232,21.271368210025027
171,1,1,19.182665794047296,18.51814846488152
172,1,0,4.107872939130065,21.922395349796933
173,1,0,39.57128491176578,60.41538800173411
174,0,1,17.67259145811109,20.594525655105148
175,0,0,29.40230164457846,40.45770586126645
176,1,0,3.5711961012074074,5.470746299425873
177,0,0,61.44781248254873,95.58538591266773
178,0,0,9.366645942818074,16.06917419715478
179,0,0,45.12648977764474,73.15501502215477
180,1,0,18.50650354094515,35.082650810681145
181,0,1,5.6320074158897135,15.258570701524416
182,1,0,11.057231235819492,15.23112042772431
183,1,0,38.7094858606354,56.317427818393
184,1,0,3.258330334360943,5.945740245117055
185,0,0,12.500044176884703,27.61839510073846
186,1,0,0.4886041882590044,10.416291183527203
187,1,0,11.20682228595305,29.23306523193576
188,0,0,16.60713236784109,34.04286594782834
189,0,1,9.321493559014456,14.39043994221078
190,0,0,6.630891302522849,11.302103561014812
191,1,1,33.34801382551331,45.158393221752604
192,0,0,6.653429615024191,16.76788451750195
193,0,0,14.122347882555097,27.416349400495147
194,1,0,5.584152852018358,13.627324344500426
195,0,0,2.9986981339987384,7.093927295332392
196,1,0,13.97030254486919,31.191509282957156
197,0,0,1.5372058203499286,11.28618029673351
198,1,0,9.462612533683561,12.091392943761864
199,0,0,30.855525158860218,46.91393716669072
200,0,1,20.421127263562674,31.351666131525313
201,1,0,15.720589319072532,17.594300995669048
202,0,0,19.453952249253472,28.107200521912674
203,1,0,15.269833848530386,16.460852698283006
204,1,1,3.6886518673875006,5.343948888187041
205,0,0,7.462796277045134,9.71128557152112
206,0,1,8.340802491019671,18.596223179903667
207,1,0,12.961860209435548,22.62169369709828
208,0,0,23.31996660757155,25.893683063110966
209,1,0,27.21208984718384,41.15326226392923
210,1,0,16.226780643733065,26.753962951695687
211,0,0,34.16906410809487,60.635392499034054
212,0,0,20.5314110982235,35.59389694393579
213,1,1,16.301749067118116,33.56285511772822
214,0,0,6.062336604001803,17.151955237389455
215,1,0,12.996655927890227,11.549640578825116
216,1,0,11.745894357363147,14.8994066001837
217,0,0,4.451181043266088,9.135721440663628
218,1,0,12.694184345031712,14.089650550485699
219,1,0,9.963510030780398,13.373215117942813
220,1,0,19.55252921551998,34.09181416891891
221,1,0,15.427407662742363,21.588337522063302
222,1,1,16.875257267313625,44.56471328108869
223,1,0,28.59966810757426,39.16836804006284
224,1,1,2.729165023646214,11.990680390550827
225,0,0,16.710426366009926,37.88988177238847
226,0,0,9.297864210208811,13.720986308892439
227,1,0,65.57859067527762,101.43092441854739
228,0,0,13.319291679270513,27.380784256386917
229,0,0,12.352999979338701,10.221313411926406
230,1,0,1.6620234610811253,5.868007346297109
231,1,0,25.719827688835604,17.892372934266007
232,1,0,8.888063892313356,11.020633454841771
233,1,1,10.841484308190314,17.59587399705998
234,1,0,17.786400688560676,32.39535866493873
235,0,0,13.382106705745363,26.31497424499328
236,1,0,10.22279946543982,21.389319282038105
237,0,1,16.19392356878606,29.057000770670104
238,1,1,11.168801992673993,21.189150157818304
239,1,1,4.651421303524132,17.828213945395085
240,1,0,20.128760022276975,24.249525112391485
241,0,0,5.602251394699991,8.585033717998323
242,1,0,9.420467020599284,12.380097551555691
243,1,0,10.320721138721632,17.51020185916542
244,0,0,16.514793415766313,20.52126618143128
245,1,0,0.8341755556556132,7.3304998506806935
246,1,1,14.324160110557905,27.1094141182225
247,1,0,2.311095015105135,13.055474632959912
248,0,0,14.438362818914497,10.008556469247445
249,1,0,1.0038623181345327,8.620472990060772
250,0,0,11.84637316281957,27.406577104511705
251,0,0,4.506437067299154,14.220704371177561
252,0,0,14.470986620750129,23.135447712109055
253,0,0,12.495124740079708,27.037093416746437
254,1,0,18.93031235066503,23.348846560349923
255,0,0,17.32928679538969,29.402567536414146
256,0,0,12.929710796517316,11.921191628604305
257,0,0,10.073978611594217,20.67707845636177
258,0,0,2.939651199161994,8.878567632759921
259,0,0,41.440641117679206,73.73646097164149
260,0,0,18.17708138258051,26.596706119326996
261,1,0,14.801409035082175,26.398953145533394
262,1,0,18.493970005287178,26.840266349033687
263,1,0,7.259458577279015,12.37311038125928
264,1,0,19.946971103590606,26.610278969390947
265,0,0,5.87421770804502,17.75022754724864
266,0,0,28.086210732827574,40.92820284451563
267,0,0,21.890984505944264,35.44722254966385
268,0,0,4.933598227816175,12.23156339144568
269,1,0,15.091238998728183,16.115496643323333
270,0,0,8.928660792580676,10.606811697013368
271,0,0,14.349932263814292,11.560194490364662
272,0,0,0.0,16.012767172263008
273,1,1,12.914677111470528,23.282719308328065
274,0,0,14.214538113562229,27.410463730823484
275,1,0,5.987201308058694,11.190388485881373
276,1,0,53.297212856776575,82.81144287476377
